q,n,k,reason,detail
2,223,37,no parity-check matrix,construction listed as 'Missing Construction'
2,223,38,no parity-check matrix,construction listed as 'Missing Construction'
2,223,39,no parity-check matrix,construction listed as 'Missing Construction'
2,223,40,no parity-check matrix,construction listed as 'Missing Construction'
2,223,41,no parity-check matrix,construction listed as 'Missing Construction'
2,223,42,no parity-check matrix,construction listed as 'Missing Construction'
2,223,43,no parity-check matrix,construction listed as 'Missing Construction'
2,223,44,no parity-check matrix,construction listed as 'Missing Construction'
2,223,45,no parity-check matrix,construction listed as 'Missing Construction'
2,223,46,no parity-check matrix,construction listed as 'Missing Construction'
2,223,47,no parity-check matrix,construction listed as 'Missing Construction'
2,223,48,no parity-check matrix,construction listed as 'Missing Construction'
2,223,49,no parity-check matrix,construction listed as 'Missing Construction'
2,223,50,no parity-check matrix,construction listed as 'Missing Construction'
2,223,51,no parity-check matrix,construction listed as 'Missing Construction'
2,223,52,no parity-check matrix,construction listed as 'Missing Construction'
2,223,53,no parity-check matrix,construction listed as 'Missing Construction'
2,223,54,no parity-check matrix,construction listed as 'Missing Construction'
2,223,55,no parity-check matrix,construction listed as 'Missing Construction'
2,223,56,no parity-check matrix,construction listed as 'Missing Construction'
2,223,57,no parity-check matrix,construction listed as 'Missing Construction'
2,223,58,no parity-check matrix,construction listed as 'Missing Construction'
2,223,59,no parity-check matrix,construction listed as 'Missing Construction'
2,223,60,no parity-check matrix,construction listed as 'Missing Construction'
2,223,61,no parity-check matrix,construction listed as 'Missing Construction'
2,223,62,no parity-check matrix,construction listed as 'Missing Construction'
2,223,63,no parity-check matrix,construction listed as 'Missing Construction'
2,223,64,no parity-check matrix,construction listed as 'Missing Construction'
2,223,65,no parity-check matrix,construction listed as 'Missing Construction'
2,223,66,no parity-check matrix,construction listed as 'Missing Construction'
2,223,67,no parity-check matrix,construction listed as 'Missing Construction'
2,223,68,no parity-check matrix,construction listed as 'Missing Construction'
2,223,69,no parity-check matrix,construction listed as 'Missing Construction'
2,223,70,no parity-check matrix,construction listed as 'Missing Construction'
2,223,71,no parity-check matrix,construction listed as 'Missing Construction'
2,223,72,no parity-check matrix,construction listed as 'Missing Construction'
2,223,73,no parity-check matrix,construction listed as 'Missing Construction'
2,223,74,no parity-check matrix,construction listed as 'Missing Construction'
2,223,75,no parity-check matrix,construction listed as 'Missing Construction'
2,223,76,no parity-check matrix,construction listed as 'Missing Construction'
2,223,77,no parity-check matrix,construction listed as 'Missing Construction'
2,223,78,no parity-check matrix,construction listed as 'Missing Construction'
2,223,79,no parity-check matrix,construction listed as 'Missing Construction'
2,223,80,no parity-check matrix,construction listed as 'Missing Construction'
2,223,81,no parity-check matrix,construction listed as 'Missing Construction'
2,223,82,no parity-check matrix,construction listed as 'Missing Construction'
2,223,83,no parity-check matrix,construction listed as 'Missing Construction'
2,223,84,no parity-check matrix,construction listed as 'Missing Construction'
2,223,85,no parity-check matrix,construction listed as 'Missing Construction'
2,223,86,no parity-check matrix,construction listed as 'Missing Construction'
2,223,87,no parity-check matrix,construction listed as 'Missing Construction'
2,223,88,no parity-check matrix,construction listed as 'Missing Construction'
2,223,89,no parity-check matrix,construction listed as 'Missing Construction'
2,223,90,no parity-check matrix,construction listed as 'Missing Construction'
2,223,91,no parity-check matrix,construction listed as 'Missing Construction'
2,223,92,no parity-check matrix,construction listed as 'Missing Construction'
2,223,93,no parity-check matrix,construction listed as 'Missing Construction'
2,223,94,no parity-check matrix,construction listed as 'Missing Construction'
2,223,95,no parity-check matrix,construction listed as 'Missing Construction'
2,223,96,no parity-check matrix,construction listed as 'Missing Construction'
2,223,97,no parity-check matrix,construction listed as 'Missing Construction'
2,223,98,no parity-check matrix,construction listed as 'Missing Construction'
2,223,99,no parity-check matrix,construction listed as 'Missing Construction'
2,223,100,no parity-check matrix,construction listed as 'Missing Construction'
2,223,101,no parity-check matrix,construction listed as 'Missing Construction'
2,223,102,no parity-check matrix,construction listed as 'Missing Construction'
2,223,103,no parity-check matrix,construction listed as 'Missing Construction'
2,223,104,no parity-check matrix,construction listed as 'Missing Construction'
2,223,105,no parity-check matrix,construction listed as 'Missing Construction'
2,223,106,no parity-check matrix,construction listed as 'Missing Construction'
2,223,107,no parity-check matrix,construction listed as 'Missing Construction'
2,223,108,no parity-check matrix,construction listed as 'Missing Construction'
2,223,109,no parity-check matrix,construction listed as 'Missing Construction'
2,223,110,no parity-check matrix,construction listed as 'Missing Construction'
2,223,111,no parity-check matrix,construction listed as 'Missing Construction'
2,223,112,no parity-check matrix,construction listed as 'Missing Construction'
2,223,113,no parity-check matrix,construction listed as 'Missing Construction'
2,223,114,no parity-check matrix,construction listed as 'Missing Construction'
2,223,115,no parity-check matrix,construction listed as 'Missing Construction'
2,223,116,no parity-check matrix,construction listed as 'Missing Construction'
2,223,117,no parity-check matrix,construction listed as 'Missing Construction'
2,223,118,no parity-check matrix,construction listed as 'Missing Construction'
2,223,119,no parity-check matrix,construction listed as 'Missing Construction'
2,223,120,no parity-check matrix,construction listed as 'Missing Construction'
2,223,121,no parity-check matrix,construction listed as 'Missing Construction'
2,223,122,no parity-check matrix,construction listed as 'Missing Construction'
2,223,123,no parity-check matrix,construction listed as 'Missing Construction'
2,223,124,no parity-check matrix,construction listed as 'Missing Construction'
2,223,125,no parity-check matrix,construction listed as 'Missing Construction'
2,223,126,no parity-check matrix,construction listed as 'Missing Construction'
2,223,127,no parity-check matrix,construction listed as 'Missing Construction'
2,223,128,no parity-check matrix,construction listed as 'Missing Construction'
2,223,129,no parity-check matrix,construction listed as 'Missing Construction'
2,223,130,no parity-check matrix,construction listed as 'Missing Construction'
2,223,131,no parity-check matrix,construction listed as 'Missing Construction'
2,223,132,no parity-check matrix,construction listed as 'Missing Construction'
2,223,133,no parity-check matrix,construction listed as 'Missing Construction'
2,223,134,no parity-check matrix,construction listed as 'Missing Construction'
2,223,135,no parity-check matrix,construction listed as 'Missing Construction'
2,223,136,no parity-check matrix,construction listed as 'Missing Construction'
2,223,137,no parity-check matrix,construction listed as 'Missing Construction'
2,223,138,no parity-check matrix,construction listed as 'Missing Construction'
2,223,139,no parity-check matrix,construction listed as 'Missing Construction'
2,223,140,no parity-check matrix,construction listed as 'Missing Construction'
2,223,141,no parity-check matrix,construction listed as 'Missing Construction'
2,223,142,no parity-check matrix,construction listed as 'Missing Construction'
2,223,143,no parity-check matrix,construction listed as 'Missing Construction'
2,223,144,no parity-check matrix,construction listed as 'Missing Construction'
2,223,145,no parity-check matrix,construction listed as 'Missing Construction'
2,223,146,no parity-check matrix,construction listed as 'Missing Construction'
2,223,147,no parity-check matrix,construction listed as 'Missing Construction'
2,223,148,no parity-check matrix,construction listed as 'Missing Construction'
2,223,149,no parity-check matrix,construction listed as 'Missing Construction'
2,223,150,no parity-check matrix,construction listed as 'Missing Construction'
2,223,151,no parity-check matrix,construction listed as 'Missing Construction'
2,223,152,no parity-check matrix,construction listed as 'Missing Construction'
2,223,153,no parity-check matrix,construction listed as 'Missing Construction'
2,223,154,no parity-check matrix,construction listed as 'Missing Construction'
2,223,155,no parity-check matrix,construction listed as 'Missing Construction'
2,223,156,no parity-check matrix,construction listed as 'Missing Construction'
2,223,157,no parity-check matrix,construction listed as 'Missing Construction'
2,223,223,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,224,1,no parity-check matrix,construction listed as 'Missing Construction'
2,224,2,no parity-check matrix,construction listed as 'Missing Construction'
2,224,3,no parity-check matrix,construction listed as 'Missing Construction'
2,224,4,no parity-check matrix,construction listed as 'Missing Construction'
2,224,5,no parity-check matrix,construction listed as 'Missing Construction'
2,224,6,no parity-check matrix,construction listed as 'Missing Construction'
2,224,7,no parity-check matrix,construction listed as 'Missing Construction'
2,224,8,no parity-check matrix,construction listed as 'Missing Construction'
2,224,9,no parity-check matrix,construction listed as 'Missing Construction'
2,224,10,no parity-check matrix,construction listed as 'Missing Construction'
2,224,11,no parity-check matrix,construction listed as 'Missing Construction'
2,224,12,no parity-check matrix,construction listed as 'Missing Construction'
2,224,13,no parity-check matrix,construction listed as 'Missing Construction'
2,224,14,no parity-check matrix,construction listed as 'Missing Construction'
2,224,15,no parity-check matrix,construction listed as 'Missing Construction'
2,224,16,no parity-check matrix,construction listed as 'Missing Construction'
2,224,17,no parity-check matrix,construction listed as 'Missing Construction'
2,224,18,no parity-check matrix,construction listed as 'Missing Construction'
2,224,19,no parity-check matrix,construction listed as 'Missing Construction'
2,224,20,no parity-check matrix,construction listed as 'Missing Construction'
2,224,21,no parity-check matrix,construction listed as 'Missing Construction'
2,224,22,no parity-check matrix,construction listed as 'Missing Construction'
2,224,23,no parity-check matrix,construction listed as 'Missing Construction'
2,224,24,no parity-check matrix,construction listed as 'Missing Construction'
2,224,25,no parity-check matrix,construction listed as 'Missing Construction'
2,224,26,no parity-check matrix,construction listed as 'Missing Construction'
2,224,27,no parity-check matrix,construction listed as 'Missing Construction'
2,224,28,no parity-check matrix,construction listed as 'Missing Construction'
2,224,29,no parity-check matrix,construction listed as 'Missing Construction'
2,224,30,no parity-check matrix,construction listed as 'Missing Construction'
2,224,31,no parity-check matrix,construction listed as 'Missing Construction'
2,224,32,no parity-check matrix,construction listed as 'Missing Construction'
2,224,33,no parity-check matrix,construction listed as 'Missing Construction'
2,224,34,no parity-check matrix,construction listed as 'Missing Construction'
2,224,35,no parity-check matrix,construction listed as 'Missing Construction'
2,224,36,no parity-check matrix,construction listed as 'Missing Construction'
2,224,37,no parity-check matrix,construction listed as 'Missing Construction'
2,224,38,no parity-check matrix,construction listed as 'Missing Construction'
2,224,39,no parity-check matrix,construction listed as 'Missing Construction'
2,224,40,no parity-check matrix,construction listed as 'Missing Construction'
2,224,41,no parity-check matrix,construction listed as 'Missing Construction'
2,224,42,no parity-check matrix,construction listed as 'Missing Construction'
2,224,43,no parity-check matrix,construction listed as 'Missing Construction'
2,224,44,no parity-check matrix,construction listed as 'Missing Construction'
2,224,45,no parity-check matrix,construction listed as 'Missing Construction'
2,224,46,no parity-check matrix,construction listed as 'Missing Construction'
2,224,47,no parity-check matrix,construction listed as 'Missing Construction'
2,224,48,no parity-check matrix,construction listed as 'Missing Construction'
2,224,49,no parity-check matrix,construction listed as 'Missing Construction'
2,224,50,no parity-check matrix,construction listed as 'Missing Construction'
2,224,51,no parity-check matrix,construction listed as 'Missing Construction'
2,224,52,no parity-check matrix,construction listed as 'Missing Construction'
2,224,53,no parity-check matrix,construction listed as 'Missing Construction'
2,224,54,no parity-check matrix,construction listed as 'Missing Construction'
2,224,55,no parity-check matrix,construction listed as 'Missing Construction'
2,224,56,no parity-check matrix,construction listed as 'Missing Construction'
2,224,57,no parity-check matrix,construction listed as 'Missing Construction'
2,224,58,no parity-check matrix,construction listed as 'Missing Construction'
2,224,59,no parity-check matrix,construction listed as 'Missing Construction'
2,224,60,no parity-check matrix,construction listed as 'Missing Construction'
2,224,61,no parity-check matrix,construction listed as 'Missing Construction'
2,224,62,no parity-check matrix,construction listed as 'Missing Construction'
2,224,63,no parity-check matrix,construction listed as 'Missing Construction'
2,224,64,no parity-check matrix,construction listed as 'Missing Construction'
2,224,65,no parity-check matrix,construction listed as 'Missing Construction'
2,224,66,no parity-check matrix,construction listed as 'Missing Construction'
2,224,67,no parity-check matrix,construction listed as 'Missing Construction'
2,224,68,no parity-check matrix,construction listed as 'Missing Construction'
2,224,69,no parity-check matrix,construction listed as 'Missing Construction'
2,224,70,no parity-check matrix,construction listed as 'Missing Construction'
2,224,71,no parity-check matrix,construction listed as 'Missing Construction'
2,224,72,no parity-check matrix,construction listed as 'Missing Construction'
2,224,73,no parity-check matrix,construction listed as 'Missing Construction'
2,224,74,no parity-check matrix,construction listed as 'Missing Construction'
2,224,75,no parity-check matrix,construction listed as 'Missing Construction'
2,224,76,no parity-check matrix,construction listed as 'Missing Construction'
2,224,77,no parity-check matrix,construction listed as 'Missing Construction'
2,224,78,no parity-check matrix,construction listed as 'Missing Construction'
2,224,79,no parity-check matrix,construction listed as 'Missing Construction'
2,224,80,no parity-check matrix,construction listed as 'Missing Construction'
2,224,81,no parity-check matrix,construction listed as 'Missing Construction'
2,224,82,no parity-check matrix,construction listed as 'Missing Construction'
2,224,83,no parity-check matrix,construction listed as 'Missing Construction'
2,224,84,no parity-check matrix,construction listed as 'Missing Construction'
2,224,85,no parity-check matrix,construction listed as 'Missing Construction'
2,224,86,no parity-check matrix,construction listed as 'Missing Construction'
2,224,87,no parity-check matrix,construction listed as 'Missing Construction'
2,224,88,no parity-check matrix,construction listed as 'Missing Construction'
2,224,89,no parity-check matrix,construction listed as 'Missing Construction'
2,224,90,no parity-check matrix,construction listed as 'Missing Construction'
2,224,91,no parity-check matrix,construction listed as 'Missing Construction'
2,224,92,no parity-check matrix,construction listed as 'Missing Construction'
2,224,93,no parity-check matrix,construction listed as 'Missing Construction'
2,224,94,no parity-check matrix,construction listed as 'Missing Construction'
2,224,95,no parity-check matrix,construction listed as 'Missing Construction'
2,224,96,no parity-check matrix,construction listed as 'Missing Construction'
2,224,97,no parity-check matrix,construction listed as 'Missing Construction'
2,224,98,no parity-check matrix,construction listed as 'Missing Construction'
2,224,99,no parity-check matrix,construction listed as 'Missing Construction'
2,224,100,no parity-check matrix,construction listed as 'Missing Construction'
2,224,101,no parity-check matrix,construction listed as 'Missing Construction'
2,224,102,no parity-check matrix,construction listed as 'Missing Construction'
2,224,103,no parity-check matrix,construction listed as 'Missing Construction'
2,224,104,no parity-check matrix,construction listed as 'Missing Construction'
2,224,105,no parity-check matrix,construction listed as 'Missing Construction'
2,224,106,no parity-check matrix,construction listed as 'Missing Construction'
2,224,107,no parity-check matrix,construction listed as 'Missing Construction'
2,224,108,no parity-check matrix,construction listed as 'Missing Construction'
2,224,109,no parity-check matrix,construction listed as 'Missing Construction'
2,224,110,no parity-check matrix,construction listed as 'Missing Construction'
2,224,111,no parity-check matrix,construction listed as 'Missing Construction'
2,224,112,no parity-check matrix,construction listed as 'Missing Construction'
2,224,113,no parity-check matrix,construction listed as 'Missing Construction'
2,224,114,no parity-check matrix,construction listed as 'Missing Construction'
2,224,115,no parity-check matrix,construction listed as 'Missing Construction'
2,224,116,no parity-check matrix,construction listed as 'Missing Construction'
2,224,117,no parity-check matrix,construction listed as 'Missing Construction'
2,224,118,no parity-check matrix,construction listed as 'Missing Construction'
2,224,119,no parity-check matrix,construction listed as 'Missing Construction'
2,224,120,no parity-check matrix,construction listed as 'Missing Construction'
2,224,121,no parity-check matrix,construction listed as 'Missing Construction'
2,224,122,no parity-check matrix,construction listed as 'Missing Construction'
2,224,123,no parity-check matrix,construction listed as 'Missing Construction'
2,224,124,no parity-check matrix,construction listed as 'Missing Construction'
2,224,125,no parity-check matrix,construction listed as 'Missing Construction'
2,224,126,no parity-check matrix,construction listed as 'Missing Construction'
2,224,127,no parity-check matrix,construction listed as 'Missing Construction'
2,224,128,no parity-check matrix,construction listed as 'Missing Construction'
2,224,129,no parity-check matrix,construction listed as 'Missing Construction'
2,224,130,no parity-check matrix,construction listed as 'Missing Construction'
2,224,131,no parity-check matrix,construction listed as 'Missing Construction'
2,224,132,no parity-check matrix,construction listed as 'Missing Construction'
2,224,133,no parity-check matrix,construction listed as 'Missing Construction'
2,224,134,no parity-check matrix,construction listed as 'Missing Construction'
2,224,135,no parity-check matrix,construction listed as 'Missing Construction'
2,224,136,no parity-check matrix,construction listed as 'Missing Construction'
2,224,137,no parity-check matrix,construction listed as 'Missing Construction'
2,224,138,no parity-check matrix,construction listed as 'Missing Construction'
2,224,139,no parity-check matrix,construction listed as 'Missing Construction'
2,224,140,no parity-check matrix,construction listed as 'Missing Construction'
2,224,141,no parity-check matrix,construction listed as 'Missing Construction'
2,224,142,no parity-check matrix,construction listed as 'Missing Construction'
2,224,143,no parity-check matrix,construction listed as 'Missing Construction'
2,224,144,no parity-check matrix,construction listed as 'Missing Construction'
2,224,145,no parity-check matrix,construction listed as 'Missing Construction'
2,224,146,no parity-check matrix,construction listed as 'Missing Construction'
2,224,147,no parity-check matrix,construction listed as 'Missing Construction'
2,224,148,no parity-check matrix,construction listed as 'Missing Construction'
2,224,149,no parity-check matrix,construction listed as 'Missing Construction'
2,224,150,no parity-check matrix,construction listed as 'Missing Construction'
2,224,151,no parity-check matrix,construction listed as 'Missing Construction'
2,224,152,no parity-check matrix,construction listed as 'Missing Construction'
2,224,153,no parity-check matrix,construction listed as 'Missing Construction'
2,224,154,no parity-check matrix,construction listed as 'Missing Construction'
2,224,155,no parity-check matrix,construction listed as 'Missing Construction'
2,224,156,no parity-check matrix,construction listed as 'Missing Construction'
2,224,157,no parity-check matrix,construction listed as 'Missing Construction'
2,224,158,no parity-check matrix,construction listed as 'Missing Construction'
2,224,224,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,225,1,no parity-check matrix,construction listed as 'Missing Construction'
2,225,2,no parity-check matrix,construction listed as 'Missing Construction'
2,225,3,no parity-check matrix,construction listed as 'Missing Construction'
2,225,4,no parity-check matrix,construction listed as 'Missing Construction'
2,225,5,no parity-check matrix,construction listed as 'Missing Construction'
2,225,6,no parity-check matrix,construction listed as 'Missing Construction'
2,225,7,no parity-check matrix,construction listed as 'Missing Construction'
2,225,8,no parity-check matrix,construction listed as 'Missing Construction'
2,225,9,no parity-check matrix,construction listed as 'Missing Construction'
2,225,10,no parity-check matrix,construction listed as 'Missing Construction'
2,225,11,no parity-check matrix,construction listed as 'Missing Construction'
2,225,12,no parity-check matrix,construction listed as 'Missing Construction'
2,225,13,no parity-check matrix,construction listed as 'Missing Construction'
2,225,14,no parity-check matrix,construction listed as 'Missing Construction'
2,225,15,no parity-check matrix,construction listed as 'Missing Construction'
2,225,16,no parity-check matrix,construction listed as 'Missing Construction'
2,225,17,no parity-check matrix,construction listed as 'Missing Construction'
2,225,18,no parity-check matrix,construction listed as 'Missing Construction'
2,225,19,no parity-check matrix,construction listed as 'Missing Construction'
2,225,20,no parity-check matrix,construction listed as 'Missing Construction'
2,225,21,no parity-check matrix,construction listed as 'Missing Construction'
2,225,22,no parity-check matrix,construction listed as 'Missing Construction'
2,225,23,no parity-check matrix,construction listed as 'Missing Construction'
2,225,24,no parity-check matrix,construction listed as 'Missing Construction'
2,225,25,no parity-check matrix,construction listed as 'Missing Construction'
2,225,26,no parity-check matrix,construction listed as 'Missing Construction'
2,225,27,no parity-check matrix,construction listed as 'Missing Construction'
2,225,28,no parity-check matrix,construction listed as 'Missing Construction'
2,225,29,no parity-check matrix,construction listed as 'Missing Construction'
2,225,30,no parity-check matrix,construction listed as 'Missing Construction'
2,225,31,no parity-check matrix,construction listed as 'Missing Construction'
2,225,32,no parity-check matrix,construction listed as 'Missing Construction'
2,225,33,no parity-check matrix,construction listed as 'Missing Construction'
2,225,34,no parity-check matrix,construction listed as 'Missing Construction'
2,225,35,no parity-check matrix,construction listed as 'Missing Construction'
2,225,36,no parity-check matrix,construction listed as 'Missing Construction'
2,225,37,no parity-check matrix,construction listed as 'Missing Construction'
2,225,38,no parity-check matrix,construction listed as 'Missing Construction'
2,225,39,no parity-check matrix,construction listed as 'Missing Construction'
2,225,40,no parity-check matrix,construction listed as 'Missing Construction'
2,225,41,no parity-check matrix,construction listed as 'Missing Construction'
2,225,42,no parity-check matrix,construction listed as 'Missing Construction'
2,225,43,no parity-check matrix,construction listed as 'Missing Construction'
2,225,44,no parity-check matrix,construction listed as 'Missing Construction'
2,225,45,no parity-check matrix,construction listed as 'Missing Construction'
2,225,46,no parity-check matrix,construction listed as 'Missing Construction'
2,225,47,no parity-check matrix,construction listed as 'Missing Construction'
2,225,48,no parity-check matrix,construction listed as 'Missing Construction'
2,225,49,no parity-check matrix,construction listed as 'Missing Construction'
2,225,50,no parity-check matrix,construction listed as 'Missing Construction'
2,225,51,no parity-check matrix,construction listed as 'Missing Construction'
2,225,52,no parity-check matrix,construction listed as 'Missing Construction'
2,225,53,no parity-check matrix,construction listed as 'Missing Construction'
2,225,54,no parity-check matrix,construction listed as 'Missing Construction'
2,225,55,no parity-check matrix,construction listed as 'Missing Construction'
2,225,56,no parity-check matrix,construction listed as 'Missing Construction'
2,225,57,no parity-check matrix,construction listed as 'Missing Construction'
2,225,58,no parity-check matrix,construction listed as 'Missing Construction'
2,225,59,no parity-check matrix,construction listed as 'Missing Construction'
2,225,60,no parity-check matrix,construction listed as 'Missing Construction'
2,225,61,no parity-check matrix,construction listed as 'Missing Construction'
2,225,62,no parity-check matrix,construction listed as 'Missing Construction'
2,225,63,no parity-check matrix,construction listed as 'Missing Construction'
2,225,64,no parity-check matrix,construction listed as 'Missing Construction'
2,225,65,no parity-check matrix,construction listed as 'Missing Construction'
2,225,66,no parity-check matrix,construction listed as 'Missing Construction'
2,225,67,no parity-check matrix,construction listed as 'Missing Construction'
2,225,68,no parity-check matrix,construction listed as 'Missing Construction'
2,225,69,no parity-check matrix,construction listed as 'Missing Construction'
2,225,70,no parity-check matrix,construction listed as 'Missing Construction'
2,225,71,no parity-check matrix,construction listed as 'Missing Construction'
2,225,72,no parity-check matrix,construction listed as 'Missing Construction'
2,225,73,no parity-check matrix,construction listed as 'Missing Construction'
2,225,74,no parity-check matrix,construction listed as 'Missing Construction'
2,225,75,no parity-check matrix,construction listed as 'Missing Construction'
2,225,76,no parity-check matrix,construction listed as 'Missing Construction'
2,225,77,no parity-check matrix,construction listed as 'Missing Construction'
2,225,78,no parity-check matrix,construction listed as 'Missing Construction'
2,225,79,no parity-check matrix,construction listed as 'Missing Construction'
2,225,80,no parity-check matrix,construction listed as 'Missing Construction'
2,225,81,no parity-check matrix,construction listed as 'Missing Construction'
2,225,82,no parity-check matrix,construction listed as 'Missing Construction'
2,225,83,no parity-check matrix,construction listed as 'Missing Construction'
2,225,84,no parity-check matrix,construction listed as 'Missing Construction'
2,225,85,no parity-check matrix,construction listed as 'Missing Construction'
2,225,86,no parity-check matrix,construction listed as 'Missing Construction'
2,225,87,no parity-check matrix,construction listed as 'Missing Construction'
2,225,88,no parity-check matrix,construction listed as 'Missing Construction'
2,225,89,no parity-check matrix,construction listed as 'Missing Construction'
2,225,90,no parity-check matrix,construction listed as 'Missing Construction'
2,225,91,no parity-check matrix,construction listed as 'Missing Construction'
2,225,92,no parity-check matrix,construction listed as 'Missing Construction'
2,225,93,no parity-check matrix,construction listed as 'Missing Construction'
2,225,94,no parity-check matrix,construction listed as 'Missing Construction'
2,225,95,no parity-check matrix,construction listed as 'Missing Construction'
2,225,96,no parity-check matrix,construction listed as 'Missing Construction'
2,225,97,no parity-check matrix,construction listed as 'Missing Construction'
2,225,98,no parity-check matrix,construction listed as 'Missing Construction'
2,225,99,no parity-check matrix,construction listed as 'Missing Construction'
2,225,100,no parity-check matrix,construction listed as 'Missing Construction'
2,225,101,no parity-check matrix,construction listed as 'Missing Construction'
2,225,102,no parity-check matrix,construction listed as 'Missing Construction'
2,225,103,no parity-check matrix,construction listed as 'Missing Construction'
2,225,104,no parity-check matrix,construction listed as 'Missing Construction'
2,225,105,no parity-check matrix,construction listed as 'Missing Construction'
2,225,106,no parity-check matrix,construction listed as 'Missing Construction'
2,225,107,no parity-check matrix,construction listed as 'Missing Construction'
2,225,108,no parity-check matrix,construction listed as 'Missing Construction'
2,225,109,no parity-check matrix,construction listed as 'Missing Construction'
2,225,110,no parity-check matrix,construction listed as 'Missing Construction'
2,225,111,no parity-check matrix,construction listed as 'Missing Construction'
2,225,112,no parity-check matrix,construction listed as 'Missing Construction'
2,225,113,no parity-check matrix,construction listed as 'Missing Construction'
2,225,114,no parity-check matrix,construction listed as 'Missing Construction'
2,225,115,no parity-check matrix,construction listed as 'Missing Construction'
2,225,116,no parity-check matrix,construction listed as 'Missing Construction'
2,225,117,no parity-check matrix,construction listed as 'Missing Construction'
2,225,118,no parity-check matrix,construction listed as 'Missing Construction'
2,225,119,no parity-check matrix,construction listed as 'Missing Construction'
2,225,120,no parity-check matrix,construction listed as 'Missing Construction'
2,225,121,no parity-check matrix,construction listed as 'Missing Construction'
2,225,122,no parity-check matrix,construction listed as 'Missing Construction'
2,225,123,no parity-check matrix,construction listed as 'Missing Construction'
2,225,124,no parity-check matrix,construction listed as 'Missing Construction'
2,225,125,no parity-check matrix,construction listed as 'Missing Construction'
2,225,126,no parity-check matrix,construction listed as 'Missing Construction'
2,225,127,no parity-check matrix,construction listed as 'Missing Construction'
2,225,128,no parity-check matrix,construction listed as 'Missing Construction'
2,225,129,no parity-check matrix,construction listed as 'Missing Construction'
2,225,130,no parity-check matrix,construction listed as 'Missing Construction'
2,225,131,no parity-check matrix,construction listed as 'Missing Construction'
2,225,132,no parity-check matrix,construction listed as 'Missing Construction'
2,225,133,no parity-check matrix,construction listed as 'Missing Construction'
2,225,134,no parity-check matrix,construction listed as 'Missing Construction'
2,225,135,no parity-check matrix,construction listed as 'Missing Construction'
2,225,136,no parity-check matrix,construction listed as 'Missing Construction'
2,225,137,no parity-check matrix,construction listed as 'Missing Construction'
2,225,138,no parity-check matrix,construction listed as 'Missing Construction'
2,225,139,no parity-check matrix,construction listed as 'Missing Construction'
2,225,140,no parity-check matrix,construction listed as 'Missing Construction'
2,225,141,no parity-check matrix,construction listed as 'Missing Construction'
2,225,142,no parity-check matrix,construction listed as 'Missing Construction'
2,225,143,no parity-check matrix,construction listed as 'Missing Construction'
2,225,144,no parity-check matrix,construction listed as 'Missing Construction'
2,225,145,no parity-check matrix,construction listed as 'Missing Construction'
2,225,146,no parity-check matrix,construction listed as 'Missing Construction'
2,225,147,no parity-check matrix,construction listed as 'Missing Construction'
2,225,148,no parity-check matrix,construction listed as 'Missing Construction'
2,225,149,no parity-check matrix,construction listed as 'Missing Construction'
2,225,150,no parity-check matrix,construction listed as 'Missing Construction'
2,225,151,no parity-check matrix,construction listed as 'Missing Construction'
2,225,152,no parity-check matrix,construction listed as 'Missing Construction'
2,225,153,no parity-check matrix,construction listed as 'Missing Construction'
2,225,154,no parity-check matrix,construction listed as 'Missing Construction'
2,225,155,no parity-check matrix,construction listed as 'Missing Construction'
2,225,156,no parity-check matrix,construction listed as 'Missing Construction'
2,225,157,no parity-check matrix,construction listed as 'Missing Construction'
2,225,158,no parity-check matrix,construction listed as 'Missing Construction'
2,225,159,no parity-check matrix,construction listed as 'Missing Construction'
2,225,225,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,226,1,no parity-check matrix,construction listed as 'Missing Construction'
2,226,2,no parity-check matrix,construction listed as 'Missing Construction'
2,226,3,no parity-check matrix,construction listed as 'Missing Construction'
2,226,4,no parity-check matrix,construction listed as 'Missing Construction'
2,226,5,no parity-check matrix,construction listed as 'Missing Construction'
2,226,6,no parity-check matrix,construction listed as 'Missing Construction'
2,226,7,no parity-check matrix,construction listed as 'Missing Construction'
2,226,8,no parity-check matrix,construction listed as 'Missing Construction'
2,226,9,no parity-check matrix,construction listed as 'Missing Construction'
2,226,10,no parity-check matrix,construction listed as 'Missing Construction'
2,226,11,no parity-check matrix,construction listed as 'Missing Construction'
2,226,12,no parity-check matrix,construction listed as 'Missing Construction'
2,226,13,no parity-check matrix,construction listed as 'Missing Construction'
2,226,14,no parity-check matrix,construction listed as 'Missing Construction'
2,226,15,no parity-check matrix,construction listed as 'Missing Construction'
2,226,16,no parity-check matrix,construction listed as 'Missing Construction'
2,226,17,no parity-check matrix,construction listed as 'Missing Construction'
2,226,18,no parity-check matrix,construction listed as 'Missing Construction'
2,226,19,no parity-check matrix,construction listed as 'Missing Construction'
2,226,20,no parity-check matrix,construction listed as 'Missing Construction'
2,226,21,no parity-check matrix,construction listed as 'Missing Construction'
2,226,22,no parity-check matrix,construction listed as 'Missing Construction'
2,226,23,no parity-check matrix,construction listed as 'Missing Construction'
2,226,24,no parity-check matrix,construction listed as 'Missing Construction'
