q,n,k,reason,detail
2,129,18,no parity-check matrix,construction listed as 'Missing Construction'
2,129,19,no parity-check matrix,construction listed as 'Missing Construction'
2,129,20,no parity-check matrix,construction listed as 'Missing Construction'
2,129,21,no parity-check matrix,construction listed as 'Missing Construction'
2,129,22,no parity-check matrix,construction listed as 'Missing Construction'
2,129,23,no parity-check matrix,construction listed as 'Missing Construction'
2,129,24,no parity-check matrix,construction listed as 'Missing Construction'
2,129,25,no parity-check matrix,construction listed as 'Missing Construction'
2,129,26,no parity-check matrix,construction listed as 'Missing Construction'
2,129,27,no parity-check matrix,construction listed as 'Missing Construction'
2,129,28,no parity-check matrix,construction listed as 'Missing Construction'
2,129,30,no parity-check matrix,construction listed as 'Missing Construction'
2,129,31,no parity-check matrix,construction listed as 'Missing Construction'
2,129,32,no parity-check matrix,construction listed as 'Missing Construction'
2,129,33,no parity-check matrix,construction listed as 'Missing Construction'
2,129,34,no parity-check matrix,construction listed as 'Missing Construction'
2,129,35,no parity-check matrix,construction listed as 'Missing Construction'
2,129,36,no parity-check matrix,construction listed as 'Missing Construction'
2,129,37,no parity-check matrix,construction listed as 'Missing Construction'
2,129,129,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,130,2,no parity-check matrix,construction listed as 'Missing Construction'
2,130,4,no parity-check matrix,construction listed as 'Missing Construction'
2,130,5,no parity-check matrix,construction listed as 'Missing Construction'
2,130,6,no parity-check matrix,construction listed as 'Missing Construction'
2,130,7,no parity-check matrix,construction listed as 'Missing Construction'
2,130,8,no parity-check matrix,construction listed as 'Missing Construction'
2,130,9,no parity-check matrix,construction listed as 'Missing Construction'
2,130,10,no parity-check matrix,construction listed as 'Missing Construction'
2,130,11,no parity-check matrix,construction listed as 'Missing Construction'
2,130,12,no parity-check matrix,construction listed as 'Missing Construction'
2,130,13,no parity-check matrix,construction listed as 'Missing Construction'
2,130,14,no parity-check matrix,construction listed as 'Missing Construction'
2,130,15,no parity-check matrix,construction listed as 'Missing Construction'
2,130,16,no parity-check matrix,construction listed as 'Missing Construction'
2,130,17,no parity-check matrix,construction listed as 'Missing Construction'
2,130,18,no parity-check matrix,construction listed as 'Missing Construction'
2,130,19,no parity-check matrix,construction listed as 'Missing Construction'
2,130,20,no parity-check matrix,construction listed as 'Missing Construction'
2,130,21,no parity-check matrix,construction listed as 'Missing Construction'
2,130,22,no parity-check matrix,construction listed as 'Missing Construction'
2,130,23,no parity-check matrix,construction listed as 'Missing Construction'
2,130,24,no parity-check matrix,construction listed as 'Missing Construction'
2,130,25,no parity-check matrix,construction listed as 'Missing Construction'
2,130,26,no parity-check matrix,construction listed as 'Missing Construction'
2,130,27,no parity-check matrix,construction listed as 'Missing Construction'
2,130,28,no parity-check matrix,construction listed as 'Missing Construction'
2,130,29,no parity-check matrix,construction listed as 'Missing Construction'
2,130,30,no parity-check matrix,construction listed as 'Missing Construction'
2,130,31,no parity-check matrix,construction listed as 'Missing Construction'
2,130,32,no parity-check matrix,construction listed as 'Missing Construction'
2,130,33,no parity-check matrix,construction listed as 'Missing Construction'
2,130,34,no parity-check matrix,construction listed as 'Missing Construction'
2,130,35,no parity-check matrix,construction listed as 'Missing Construction'
2,130,36,no parity-check matrix,construction listed as 'Missing Construction'
2,130,37,no parity-check matrix,construction listed as 'Missing Construction'
2,130,130,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,131,2,no parity-check matrix,construction listed as 'Missing Construction'
2,131,4,no parity-check matrix,construction listed as 'Missing Construction'
2,131,5,no parity-check matrix,construction listed as 'Missing Construction'
2,131,6,no parity-check matrix,construction listed as 'Missing Construction'
2,131,7,no parity-check matrix,construction listed as 'Missing Construction'
2,131,8,no parity-check matrix,construction listed as 'Missing Construction'
2,131,9,no parity-check matrix,construction listed as 'Missing Construction'
2,131,10,no parity-check matrix,construction listed as 'Missing Construction'
2,131,11,no parity-check matrix,construction listed as 'Missing Construction'
2,131,12,no parity-check matrix,construction listed as 'Missing Construction'
2,131,13,no parity-check matrix,construction listed as 'Missing Construction'
2,131,14,no parity-check matrix,construction listed as 'Missing Construction'
2,131,15,no parity-check matrix,construction listed as 'Missing Construction'
2,131,16,no parity-check matrix,construction listed as 'Missing Construction'
2,131,17,no parity-check matrix,construction listed as 'Missing Construction'
2,131,18,no parity-check matrix,construction listed as 'Missing Construction'
2,131,19,no parity-check matrix,construction listed as 'Missing Construction'
2,131,20,no parity-check matrix,construction listed as 'Missing Construction'
2,131,21,no parity-check matrix,construction listed as 'Missing Construction'
2,131,22,no parity-check matrix,construction listed as 'Missing Construction'
2,131,23,no parity-check matrix,construction listed as 'Missing Construction'
2,131,24,no parity-check matrix,construction listed as 'Missing Construction'
2,131,25,no parity-check matrix,construction listed as 'Missing Construction'
2,131,26,no parity-check matrix,construction listed as 'Missing Construction'
2,131,27,no parity-check matrix,construction listed as 'Missing Construction'
2,131,28,no parity-check matrix,construction listed as 'Missing Construction'
2,131,29,no parity-check matrix,construction listed as 'Missing Construction'
2,131,30,no parity-check matrix,construction listed as 'Missing Construction'
2,131,31,no parity-check matrix,construction listed as 'Missing Construction'
2,131,32,no parity-check matrix,construction listed as 'Missing Construction'
2,131,33,no parity-check matrix,construction listed as 'Missing Construction'
2,131,34,no parity-check matrix,construction listed as 'Missing Construction'
2,131,35,no parity-check matrix,construction listed as 'Missing Construction'
2,131,36,no parity-check matrix,construction listed as 'Missing Construction'
2,131,37,no parity-check matrix,construction listed as 'Missing Construction'
2,131,38,no parity-check matrix,construction listed as 'Missing Construction'
2,131,131,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,132,2,no parity-check matrix,construction listed as 'Missing Construction'
2,132,3,no parity-check matrix,construction listed as 'Missing Construction'
2,132,4,no parity-check matrix,construction listed as 'Missing Construction'
2,132,5,no parity-check matrix,construction listed as 'Missing Construction'
2,132,6,no parity-check matrix,construction listed as 'Missing Construction'
2,132,7,no parity-check matrix,construction listed as 'Missing Construction'
2,132,8,no parity-check matrix,construction listed as 'Missing Construction'
2,132,9,no parity-check matrix,construction listed as 'Missing Construction'
2,132,10,no parity-check matrix,construction listed as 'Missing Construction'
2,132,11,no parity-check matrix,construction listed as 'Missing Construction'
2,132,12,no parity-check matrix,construction listed as 'Missing Construction'
2,132,13,no parity-check matrix,construction listed as 'Missing Construction'
2,132,14,no parity-check matrix,construction listed as 'Missing Construction'
2,132,15,no parity-check matrix,construction listed as 'Missing Construction'
2,132,16,no parity-check matrix,construction listed as 'Missing Construction'
2,132,17,no parity-check matrix,construction listed as 'Missing Construction'
2,132,18,no parity-check matrix,construction listed as 'Missing Construction'
2,132,19,no parity-check matrix,construction listed as 'Missing Construction'
2,132,20,no parity-check matrix,construction listed as 'Missing Construction'
2,132,21,no parity-check matrix,construction listed as 'Missing Construction'
2,132,22,no parity-check matrix,construction listed as 'Missing Construction'
2,132,23,no parity-check matrix,construction listed as 'Missing Construction'
2,132,24,no parity-check matrix,construction listed as 'Missing Construction'
2,132,25,no parity-check matrix,construction listed as 'Missing Construction'
2,132,26,no parity-check matrix,construction listed as 'Missing Construction'
2,132,27,no parity-check matrix,construction listed as 'Missing Construction'
2,132,28,no parity-check matrix,construction listed as 'Missing Construction'
2,132,29,no parity-check matrix,construction listed as 'Missing Construction'
2,132,30,no parity-check matrix,construction listed as 'Missing Construction'
2,132,31,no parity-check matrix,construction listed as 'Missing Construction'
2,132,32,no parity-check matrix,construction listed as 'Missing Construction'
2,132,33,no parity-check matrix,construction listed as 'Missing Construction'
2,132,34,no parity-check matrix,construction listed as 'Missing Construction'
2,132,35,no parity-check matrix,construction listed as 'Missing Construction'
2,132,36,no parity-check matrix,construction listed as 'Missing Construction'
2,132,37,no parity-check matrix,construction listed as 'Missing Construction'
2,132,38,no parity-check matrix,construction listed as 'Missing Construction'
2,132,39,no parity-check matrix,construction listed as 'Missing Construction'
2,132,132,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,133,2,no parity-check matrix,construction listed as 'Missing Construction'
2,133,3,no parity-check matrix,construction listed as 'Missing Construction'
2,133,4,no parity-check matrix,construction listed as 'Missing Construction'
2,133,5,no parity-check matrix,construction listed as 'Missing Construction'
2,133,6,no parity-check matrix,construction listed as 'Missing Construction'
2,133,7,no parity-check matrix,construction listed as 'Missing Construction'
2,133,8,no parity-check matrix,construction listed as 'Missing Construction'
2,133,9,no parity-check matrix,construction listed as 'Missing Construction'
2,133,10,no parity-check matrix,construction listed as 'Missing Construction'
